annotation_order,priority,annotation_type,anchor_chapter_country,anchor_date,anchor_document_type,anchor_title,context_date,context_distance_days,context_title,context_source,context_priority_or_status,issue_or_theme,recommended_annotation_use,source_note,anchor_pdf_url,anchor_catalog_url,context_link,anchor_record_id,context_record_id
108,High,Nearby high-priority print lead,Uruguay,1989-09-15,Memcon,Memorandum of Conversation,"September 12, 1989",-3,Briefing Materials for the President's Meeting 1,Latin American Directorate Chronological Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-015, September 1, 1989-September 15, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-09-15--Sanguinetti.pdf,https://catalog.archives.gov/id/428080181,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-015.pdf#page=50,bush-library-428080181,chronological-print-470766452-50-memorandum
109,High,Nearby high-priority print lead,Uruguay,1989-09-15,Memcon,Memorandum of Conversation,"September 18, 1989",3,Memorandum of Conversation with Uruguayan,Latin American Directorate Chronological Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-020, September 16, 1989-September 30, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-09-15--Sanguinetti.pdf,https://catalog.archives.gov/id/428080181,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-020.pdf#page=95,bush-library-428080181,chronological-print-470766457-95-memorandum-of-conversation
110,High,Nearby high-priority print lead,Uruguay,1990-02-05,Memcon,Memorandum of Conversation,"February 2, 1990",-3,Briefing Materials for the President's Meeting with,Latin American Affairs Directorate Subject Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-016, Uruguay - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-02-05--Lacalle.pdf,https://catalog.archives.gov/id/428080481,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-016.pdf#page=20,bush-library-428080481,subject-print-470766531-20-memorandum
111,High,Nearby high-priority print lead,Uruguay,1990-02-05,Memcon,Memorandum of Conversation,"February 2, 1990",-3,President’s Meeting with President-Elect,Latin American Affairs Directorate Subject Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-016, Uruguay - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-02-05--Lacalle.pdf,https://catalog.archives.gov/id/428080481,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-016.pdf#page=9,bush-library-428080481,subject-print-470766531-9-memorandum
112,High,Nearby high-priority print lead,Venezuela,1989-01-24,Telcon,Memorandum of Telephone Conversation,"January 25, 1989",1,Memorandum of Conversation Between the President,Latin American Directorate Chronological Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-003, January 20, 1989-February 1, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-01-24--Perez.pdf,https://catalog.archives.gov/id/428079799,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf#page=44,bush-library-428079799,chronological-print-470766404-44-memorandum-of-conversation
113,High,Nearby high-priority print lead,Venezuela,1989-01-24,Telcon,Memorandum of Telephone Conversation,"January 25, 1989",1,Memorandum of Conversation Between the President,Latin American Affairs Directorate Subject Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-019, Venezuela - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-01-24--Perez.pdf,https://catalog.archives.gov/id/428079799,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf#page=136,bush-library-428079799,subject-print-470766534-136-memorandum-of-conversation
114,High,Nearby high-priority print lead,Venezuela,1989-03-03,Telcon,Memorandum of Telephone Conversation,"March 3, 1989",0,Additiondl Talking Points for Presidential Call,Latin American Directorate Chronological Files,High / 78,"democracy; presidential diplomacy; ussr/cuba","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-013, March 1, 1989-March 16, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-03-03--Perez.pdf,https://catalog.archives.gov/id/428079917,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-013.pdf#page=41,bush-library-428079917,chronological-print-470766414-41-memorandum
115,High,Nearby high-priority print lead,Venezuela,1989-03-03,Telcon,Memorandum of Telephone Conversation,"March 3, 1989",0,Additiondl Talking Points for Presidential Call,Latin American Affairs Directorate Subject Files,High / 78,"democracy; presidential diplomacy; ussr/cuba","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-019, Venezuela - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-03-03--Perez.pdf,https://catalog.archives.gov/id/428079917,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf#page=118,bush-library-428079917,subject-print-470766534-118-memorandum
116,High,Nearby high-priority print lead,Venezuela,1989-03-03,Telcon,Memorandum of Telephone Conversation,"March 3, 1989",0,Instructions from the President to Convey to,Latin American Directorate Chronological Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-013, March 1, 1989-March 16, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-03-03--Perez.pdf,https://catalog.archives.gov/id/428079917,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-013.pdf#page=45,bush-library-428079917,chronological-print-470766414-45-memorandum-of-conversation
117,High,Nearby high-priority print lead,Venezuela,1989-03-03,Telcon,Memorandum of Telephone Conversation,"March 3, 1989",0,Instructions from the President to Convey to,Latin American Affairs Directorate Subject Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-019, Venezuela - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-03-03--Perez.pdf,https://catalog.archives.gov/id/428079917,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf#page=108,bush-library-428079917,subject-print-470766534-108-memorandum-of-conversation
118,High,Nearby high-priority print lead,Venezuela,1989-03-03,Telcon,Memorandum of Telephone Conversation,"March 3, 1989",0,Memorandum of Conversation between the President,Latin American Affairs Directorate Subject Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-019, Venezuela - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-03-03--Perez.pdf,https://catalog.archives.gov/id/428079917,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf#page=114,bush-library-428079917,subject-print-470766534-114-memorandum-of-conversation
119,High,Nearby high-priority print lead,Venezuela,1989-03-03,Telcon,Memorandum of Telephone Conversation,"March 3, 1989",0,Transmittal of Memorandum of Conversation to,Latin American Directorate Chronological Files,High / 72,"debt and economy; presidential diplomacy","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-013, March 1, 1989-March 16, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-03-03--Perez.pdf,https://catalog.archives.gov/id/428079917,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-013.pdf#page=33,bush-library-428079917,chronological-print-470766414-33-memorandum-of-conversation
120,High,Nearby high-priority print lead,Venezuela,1989-03-03,Telcon,Memorandum of Telephone Conversation,"March 3, 1989",0,Transmittal to the State Department of the,Latin American Directorate Chronological Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-013, March 1, 1989-March 16, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-03-03--Perez.pdf,https://catalog.archives.gov/id/428079917,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-013.pdf#page=44,bush-library-428079917,chronological-print-470766414-44-memorandum-of-conversation
121,High,Nearby high-priority print lead,Venezuela,1989-03-03,Telcon,Memorandum of Telephone Conversation,"March 3, 1989",0,Transmittal to the State Department of the,Latin American Affairs Directorate Subject Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-019, Venezuela - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-03-03--Perez.pdf,https://catalog.archives.gov/id/428079917,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf#page=113,bush-library-428079917,subject-print-470766534-113-memorandum-of-conversation
122,High,Nearby high-priority print lead,Venezuela,1989-04-01,Memcon,Memorandum of Conversation,"April 1, 1989",0,Meeting with President Carlos Andres Perez of,Latin American Directorate Chronological Files,High / 72,"debt and economy; presidential diplomacy","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-003, April 1, 1989-April 15, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-04-01--Perez.pdf,https://catalog.archives.gov/id/428079937,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-003.pdf#page=31,bush-library-428079937,chronological-print-470766420-31-memorandum-of-conversation
123,High,Nearby high-priority print lead,Venezuela,1989-04-01,Memcon,Memorandum of Conversation,"April 1, 1989",0,Meeting with President Carlos Andres Perez of,Latin American Affairs Directorate Subject Files,High / 72,"debt and economy; presidential diplomacy","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-019, Venezuela - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-04-01--Perez.pdf,https://catalog.archives.gov/id/428079937,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf#page=41,bush-library-428079937,subject-print-470766534-41-memorandum-of-conversation
124,High,Nearby high-priority print lead,Venezuela,1989-04-01,Memcon,Memorandum of Conversation,"April 1, 1989",0,Meeting with President Carlos Perez of,Latin American Directorate Chronological Files,High / 72,"debt and economy; presidential diplomacy","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-003, April 1, 1989-April 15, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-04-01--Perez.pdf,https://catalog.archives.gov/id/428079937,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-003.pdf#page=22,bush-library-428079937,chronological-print-470766420-22-memorandum-of-conversation
125,High,Nearby high-priority print lead,Venezuela,1989-04-01,Memcon,Memorandum of Conversation,"April 1, 1989",0,Meeting with President Carlos Perez of,Latin American Directorate Chronological Files,High / 72,"debt and economy; presidential diplomacy","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-004, April 16, 1989-April 30, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-04-01--Perez.pdf,https://catalog.archives.gov/id/428079937,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-004.pdf#page=76,bush-library-428079937,chronological-print-470766421-76-memorandum-of-conversation
126,High,Nearby high-priority print lead,Venezuela,1989-04-01,Memcon,Memorandum of Conversation,"April 1, 1989",0,Meeting with President Carlos Perez of,Latin American Affairs Directorate Subject Files,High / 72,"debt and economy; presidential diplomacy","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-019, Venezuela - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-04-01--Perez.pdf,https://catalog.archives.gov/id/428079937,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf#page=20,bush-library-428079937,subject-print-470766534-20-memorandum-of-conversation
127,High,Nearby high-priority print lead,Venezuela,1989-04-01,Memcon,Memorandum of Conversation,"April 1, 1989",0,Transmittal of Memcon to the Department of,Latin American Directorate Chronological Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-003, April 1, 1989-April 15, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-04-01--Perez.pdf,https://catalog.archives.gov/id/428079937,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-003.pdf#page=21,bush-library-428079937,chronological-print-470766420-21-memorandum-of-conversation
128,High,Nearby high-priority print lead,Venezuela,1989-04-01,Memcon,Memorandum of Conversation,"March 30, 1989",-2,Guest List for Presidential Breakfast with,Latin American Directorate Chronological Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-014, March 17, 1989-March 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-04-01--Perez.pdf,https://catalog.archives.gov/id/428079937,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-014.pdf#page=19,bush-library-428079937,chronological-print-470766415-19-memorandum
129,High,Nearby high-priority print lead,Venezuela,1989-04-01,Memcon,Memorandum of Conversation,"April 4, 1989",3,Transmittal of Memcon to the Department of,Latin American Directorate Chronological Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-003, April 1, 1989-April 15, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-04-01--Perez.pdf,https://catalog.archives.gov/id/428079937,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-003.pdf#page=20,bush-library-428079937,chronological-print-470766420-20-memorandum-of-conversation
130,High,Nearby high-priority print lead,Venezuela,1989-05-10,Telcon,Memorandum of Telephone Conversation,"May 10, 1989",0,Telephone Call with Carlos Andres Perez of,Latin American Directorate Chronological Files,High / 78,"presidential diplomacy; panama spillover","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-010, May 1, 1989-May 15, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-10--Perez.pdf,https://catalog.archives.gov/id/428080003,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-010.pdf#page=58,bush-library-428080003,chronological-print-470766427-58-memorandum-of-conversation
131,High,Nearby high-priority print lead,Venezuela,1989-06-23,Telcon,Memorandum of Telephone Conversation,"June 23, 1989",0,The President’s Telephone Conversation with,Latin American Affairs Directorate Subject Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-06-23--Perez.pdf,https://catalog.archives.gov/id/428080073,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=126,bush-library-428080073,subject-print-470766533-126-memorandum-of-telephone-conversation
132,High,Nearby high-priority print lead,Venezuela,1989-06-23,Telcon,Memorandum of Telephone Conversation,"June 22, 1989",-1,Proposed Telephone Call by the President to,Latin American Directorate Chronological Files,High / 78,"debt and economy; presidential diplomacy; panama spillover","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-017, June 1, 1989-June 30, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-06-23--Perez.pdf,https://catalog.archives.gov/id/428080073,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-017.pdf#page=63,bush-library-428080073,chronological-print-470766434-63-memorandum
133,High,Nearby high-priority print lead,Venezuela,1989-06-23,Telcon,Memorandum of Telephone Conversation,"June 22, 1989",-1,Proposed Telephone Call by the President to,Latin American Affairs Directorate Subject Files,High / 78,"debt and economy; presidential diplomacy; panama spillover","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-06-23--Perez.pdf,https://catalog.archives.gov/id/428080073,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=134,bush-library-428080073,subject-print-470766533-134-memorandum
134,High,Nearby high-priority print lead,Venezuela,1989-06-23,Telcon,Memorandum of Telephone Conversation,"June 21, 1989",-2,Nicaragua -- Recommendation that President,Latin American Directorate Chronological Files,High / 90,"presidential diplomacy; regional policy; panama spillover","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-017, June 1, 1989-June 30, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-06-23--Perez.pdf,https://catalog.archives.gov/id/428080073,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-017.pdf#page=71,bush-library-428080073,chronological-print-470766434-71-memorandum
