chapter_number,chapter_country,date,date_line,document_type,document_title,subject_line,participants,page_count,release_status,source_bucket,local_identifier,naid,source_title,source_note,provenance_note,frus_topics,pdf_url,catalog_url,daily_diary_backup_titles,daily_diary_backup_pdfs,daily_diary_backup_catalog_urls
1,Argentina,1992-10-31,"October 31, 1992",Telcon,Memorandum of a Telephone Conversation,"Telcon with Carlos Menem President of Argentina on October 31, 1992 ()","George H. W. Bush; Carlos Saul Menem",2,Declassified,Scowcroft extract,91113-005,366551705,"Presidential Telephone Calls - Memorandum of Conversations 7/10/92 - 11/5/92; 41-bpr-scow-pcor-telcon-91113-005.pdf; source pages 70-71","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91113-005, Presidential Telephone Calls - Memorandum of Conversations 7/10/92 - 11/5/92. Declassified.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91113-005, Presidential Telephone Calls - Memorandum of Conversations 7/10/92 - 11/5/92. Declassified. Originally processed under FOIA 2009-0275-S. Project PDF begins with the PDF provenance sheet, followed by source pages 70-71. Digital source file: 41-bpr-scow-pcor-telcon-91113-005.pdf. Catalog: https://catalog.archives.gov/id/366551705.","Latin America; South America; Argentina; Brent Scowcroft Papers; Head-of-state memcons and telcons",documents/argentina/1992-10-31-bush-carlos-saul-menem-telcon-91113-005-p70-scowcroft.pdf,https://catalog.archives.gov/id/366551705,"[Presidential Daily Backup] 10/31/1992; [Presidential Daily Diary] 10/31/1992","https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-10_31_92-26862-002_415892371.pdf; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-10_31_92-26862-001_415892370.pdf","https://catalog.archives.gov/id/415892371; https://catalog.archives.gov/id/415892370"
1,Argentina,1992-11-05,"November 5, 1992",Telcon,Memorandum of a Telephone Conversation,"Telcon with Carlos Saul Menem of Argentina on November 5, 1992","George H. W. Bush; Carlos Saul Menem",2,Declassified,Scowcroft extract,91113-005,366551705,"Presidential Telephone Calls - Memorandum of Conversations 7/10/92 - 11/5/92; 41-bpr-scow-pcor-telcon-91113-005.pdf; source pages 83-84","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91113-005, Presidential Telephone Calls - Memorandum of Conversations 7/10/92 - 11/5/92. Declassified.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91113-005, Presidential Telephone Calls - Memorandum of Conversations 7/10/92 - 11/5/92. Declassified. Originally processed under FOIA 2009-0275-S. Project PDF begins with the PDF provenance sheet, followed by source pages 83-84. Digital source file: 41-bpr-scow-pcor-telcon-91113-005.pdf. Catalog: https://catalog.archives.gov/id/366551705.","Latin America; South America; Argentina; Brent Scowcroft Papers; Head-of-state memcons and telcons",documents/argentina/1992-11-05-bush-carlos-saul-menem-telcon-91113-005-p83-scowcroft.pdf,https://catalog.archives.gov/id/366551705,"[Presidential Daily Backup] 11/5/1992; [Presidential Daily Diary] 11/5/1992","https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-11_05_92-26862-012_415892381.pdf; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-11_05_92-26862-011_415892380.pdf","https://catalog.archives.gov/id/415892381; https://catalog.archives.gov/id/415892380"
1,Argentina,1992-11-05,"November 5, 1992",Telcon,Memorandum of Telephone Conversation,"Telcon with Carlos Saul Menem of Argentina on November 5, 1992","George H. W. Bush; Carlos Menem",3,Full,Presidential Telcon Files,[Memorandum of Telephone Conversations (Telcons) - July 1992-January 1993]: November 1992,428082357,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - July 1992-January 1993]: November 1992","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - July 1992-January 1993]: November 1992. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 11/5/1992; Type Telcon; Participants Menem, Carlos; Country Argentina; Release Status Full; NAID 428082357. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telcon with Carlos Saul Menem of Argentina on November 5, 1992, NAID 428082357. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - July 1992-January 1993]: November 1992, NAID 325592778. Digital object: 1992-11-05--Menem.pdf, object ID 428082358, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-11-05--Menem.pdf. Access restriction: Unrestricted.","Latin America; South America; Argentina; Bush Library Memcons and Telcons; Telcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-11-05--Menem.pdf,https://catalog.archives.gov/id/428082357,"[Presidential Daily Backup] 11/5/1992; [Presidential Daily Diary] 11/5/1992","https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-11_05_92-26862-012_415892381.pdf; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-11_05_92-26862-011_415892380.pdf","https://catalog.archives.gov/id/415892381; https://catalog.archives.gov/id/415892380"
1,Argentina,1992-12-01,"December 1, 1992",Telcon,Memorandum of a Telephone Conversation,"Telcon with President Carlos Menem of Argentina on December 1, 1992 (D)","George H. W. Bush; Carlos Saul Menem",3,Declassified,Scowcroft extract,91113-006,366551706,"Presidential Telephone Calls - Memorandum of Conversations 11/5/92 - 1/2/93; 41-bpr-scow-pcor-telcon-91113-006.pdf; source pages 34-36","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91113-006, Presidential Telephone Calls - Memorandum of Conversations 11/5/92 - 1/2/93. Declassified.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telcon Files, OA/ID 91113-006, Presidential Telephone Calls - Memorandum of Conversations 11/5/92 - 1/2/93. Declassified. Originally processed under FOIA 2009-0275-S. Project PDF begins with the PDF provenance sheet, followed by source pages 34-36. Digital source file: 41-bpr-scow-pcor-telcon-91113-006.pdf. Catalog: https://catalog.archives.gov/id/366551706.","Latin America; South America; Argentina; Brent Scowcroft Papers; Head-of-state memcons and telcons",documents/argentina/1992-12-01-bush-carlos-saul-menem-telcon-91113-006-p34-scowcroft.pdf,https://catalog.archives.gov/id/366551706,"[Presidential Daily Backup] 12/01/1992; [Presidential Daily Diary] 12/01/1992","https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-12_01_92-26863-032_415892433.pdf; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-12_01_92-26863-031_415892432.pdf","https://catalog.archives.gov/id/415892433; https://catalog.archives.gov/id/415892432"
1,Argentina,1992-12-01,"December 1, 1992",Telcon,Memorandum of Telephone Conversation,"Telcon with President Carlos Menem of Argentina on December 1, 1992","George H. W. Bush; Carlos Menem",4,Full,Presidential Telcon Files,[Memorandum of Telephone Conversations (Telcons) - July 1992-January 1993]: December 1992,428082385,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - July 1992-January 1993]: December 1992","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - July 1992-January 1993]: December 1992. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 12/1/1992; Type Telcon; Participants Menem, Carlos; Country Argentina; Release Status Full; NAID 428082385. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telcon with President Carlos Menem of Argentina on December 1, 1992, NAID 428082385. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - July 1992-January 1993]: December 1992, NAID 325592783. Digital object: 1992-12-01--Menem.pdf, object ID 428082386, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-12-01--Menem.pdf. Access restriction: Unrestricted.","Latin America; South America; Argentina; Bush Library Memcons and Telcons; Telcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-12-01--Menem.pdf,https://catalog.archives.gov/id/428082385,"[Presidential Daily Backup] 12/01/1992; [Presidential Daily Diary] 12/01/1992","https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-12_01_92-26863-032_415892433.pdf; https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-12_01_92-26863-031_415892432.pdf","https://catalog.archives.gov/id/415892433; https://catalog.archives.gov/id/415892432"
2,Bolivia,1989-07-07,"July 7, 1989",Telcon,Memorandum of Telephone Conversation,"Telephone Conversation with Victor Paz Estenssoro of Bolivia, July 7, 1989","George H. W. Bush; Victor Paz Estenssoro",3,Full,Presidential Telcon Files,[Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: July 1989,428080119,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: July 1989","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: July 1989. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 7/7/1989; Type Telcon; Participants Estenssoro, Victor Paz; Country Bolivia; Release Status Full; NAID 428080119. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telephone Conversation with Victor Paz Estenssoro of Bolivia, July 7, 1989, NAID 428080119. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: July 1989, NAID 325592634. Digital object: 1989-07-07--Estenssoro.pdf, object ID 428080120, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-07-07--Estenssoro.pdf. Access restriction: Unrestricted.","Latin America; South America; Bolivia; Bush Library Memcons and Telcons; Telcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-07-07--Estenssoro.pdf,https://catalog.archives.gov/id/428080119,"[Presidential Daily Backup] 7/7/1989; [Presidential Daily Diary] 7/7/1989","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-07_07_89-12801-016_415889935.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-07_07_89-12801-015_415889934.pdf","https://catalog.archives.gov/id/415889935; https://catalog.archives.gov/id/415889934"
2,Bolivia,1990-02-15,"February 15, 1990",Memcon,Memorandum of Conversation,Cartagena Drug Summit,"George H. W. Bush; Jaime Paz Zamora",7,Declassified,Scowcroft extract,91107-007,366551666,"Presidential Meetings - Memorandum of Conversations 1/11/90 - 2/21/90; 41-bpr-scow-pcor-memcon-91107-007.pdf; source pages 73-79","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Memcons Files, OA/ID 91107-007, Presidential Meetings - Memorandum of Conversations 1/11/90 - 2/21/90. Declassified.","Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Memcons Files, OA/ID 91107-007, Presidential Meetings - Memorandum of Conversations 1/11/90 - 2/21/90. Declassified. Originally processed under FOIA 2009-0275-S. Project PDF begins with the PDF provenance sheet, followed by source pages 73-79. Digital source file: 41-bpr-scow-pcor-memcon-91107-007.pdf. Catalog: https://catalog.archives.gov/id/366551666.","Latin America; South America; Bolivia; Brent Scowcroft Papers; Head-of-state memcons and telcons",documents/bolivia/1990-02-15-bush-jaime-paz-zamora-memcon-91107-007-p73-scowcroft.pdf,https://catalog.archives.gov/id/366551666,"[Presidential Daily Backup] 2/15/1990; [Presidential Daily Diary] 2/15/1990","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-02_15_90-12818-010_415890381.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-02_15_90-12818-009_415890380.pdf","https://catalog.archives.gov/id/415890381; https://catalog.archives.gov/id/415890380"
2,Bolivia,1990-05-08,"May 8, 1990",Memcon,Memorandum of Conversation,"Meetihg with President Jaime Paz Zamora of Bolivia, May 8, 1990 (2 of 2)","George H. W. Bush; Jaime Paz Zamora",6,Partial,Presidential Memcon Files,[Memorandum of Conversations (Memcons)-January 1990-June 1990]: May 1990,428080687,"Presidential Memcon Files; [Memorandum of Conversations (Memcons)-January 1990-June 1990]: May 1990","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-January 1990-June 1990]: May 1990. Declassified; partial release: Partial.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 5/8/1990; Type Memcon; Participants Zamora, Jaime Paz; Country Bolivia; Release Status Partial; NAID 428080687. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Meetihg with President Jaime Paz Zamora of Bolivia, May 8, 1990 (2 of 2), NAID 428080687. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Memcon Files, NAID 321498039. File unit: [Memorandum of Conversations (Memcons)-January 1990-June 1990]: May 1990, NAID 325541470. Digital object: 1990-05-08--Zamora-2.pdf, object ID 428080688, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-05-08--Zamora-2.pdf. Access restriction: Restricted - Partly.","Latin America; South America; Bolivia; Bush Library Memcons and Telcons; Memcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-05-08--Zamora-2.pdf,https://catalog.archives.gov/id/428080687,"[Presidential Daily Backup] 5/8/1990; [Presidential Daily Diary] 5/8/1990","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-05_08_90-12826-010_415890545.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-05_08_90-12826-009_415890544.pdf","https://catalog.archives.gov/id/415890545; https://catalog.archives.gov/id/415890544"
2,Bolivia,1990-05-08,"May 8, 1990",Memcon,Memorandum of Conversation,"Meeting with President Jaime Paz Zamora of Bolivia, May 8, 1990 (1 of 2)","George H. W. Bush; Jaime Paz Zamora",5,Full,Presidential Memcon Files,[Memorandum of Conversations (Memcons)-January 1990-June 1990]: May 1990,428080685,"Presidential Memcon Files; [Memorandum of Conversations (Memcons)-January 1990-June 1990]: May 1990","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-January 1990-June 1990]: May 1990. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 5/8/1990; Type Memcon; Participants Zamora, Jaime Paz; Country Bolivia; Release Status Full; NAID 428080685. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Meeting with President Jaime Paz Zamora of Bolivia, May 8, 1990 (1 of 2), NAID 428080685. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Memcon Files, NAID 321498039. File unit: [Memorandum of Conversations (Memcons)-January 1990-June 1990]: May 1990, NAID 325541470. Digital object: 1990-05-08--Zamora-1.pdf, object ID 428080686, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-05-08--Zamora-1.pdf. Access restriction: Unrestricted.","Latin America; South America; Bolivia; Bush Library Memcons and Telcons; Memcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-05-08--Zamora-1.pdf,https://catalog.archives.gov/id/428080685,"[Presidential Daily Backup] 5/8/1990; [Presidential Daily Diary] 5/8/1990","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-05_08_90-12826-010_415890545.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-05_08_90-12826-009_415890544.pdf","https://catalog.archives.gov/id/415890545; https://catalog.archives.gov/id/415890544"
3,Brazil,1989-02-25,"February 25, 1989",Memcon,Memorandum of Conversation,"President's Meeting with President Jose Sarney of Brazil, February 25, 1989","George H. W. Bush; Jose Sarney",5,Full,Presidential Memcon Files,[Memorandum of Conversations (Memcons)-January 1989-May 1989]: February 1989,428079873,"Presidential Memcon Files; [Memorandum of Conversations (Memcons)-January 1989-May 1989]: February 1989","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-January 1989-May 1989]: February 1989. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 2/25/1989; Type Memcon; Participants Sarney, Jose; Country Brazil; Release Status Full; NAID 428079873. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: President's Meeting with President Jose Sarney of Brazil, February 25, 1989, NAID 428079873. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Memcon Files, NAID 321498039. File unit: [Memorandum of Conversations (Memcons)-January 1989-May 1989]: February 1989, NAID 325377380. Digital object: 1989-02-25--Sarney.pdf, object ID 428079874, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-02-25--Sarney.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551660, 91107-001, source pages 92-95.","Latin America; South America; Brazil; Bush Library Memcons and Telcons; Memcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-02-25--Sarney.pdf,https://catalog.archives.gov/id/428079873,"[Presidential Daily Backup] 2/25/1989; [Presidential Daily Diary] 2/25/1989 [EMPTY]","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-02_25_89-12791-018_415889671.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-02_25_89-12791-017_415889670.pdf","https://catalog.archives.gov/id/415889671; https://catalog.archives.gov/id/415889670"
3,Brazil,1989-05-17,"May 17, 1989",Telcon,Memorandum of Telephone Conversation,"Telcon with President Sarney of Brazil, May 17, 1989","George H. W. Bush; Jose Sarney",4,Full,Presidential Telcon Files,[Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989,428082459,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 5/17/1989; Type Telcon; Participants Sarney, Jose; Country Brazil; Release Status Full; NAID 428082459. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telcon with President Sarney of Brazil, May 17, 1989, NAID 428082459. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1989-July 1989]: May 1989, NAID 325592632. Digital object: 1989-05-17--Sarney.pdf, object ID 428082460, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-17--Sarney.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551687, 91111-002, source pages 41-43.","Latin America; South America; Brazil; Bush Library Memcons and Telcons; Telcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-17--Sarney.pdf,https://catalog.archives.gov/id/428082459,"[Presidential Daily Backup] 5/17/1989; [Presidential Daily Diary] 5/17/1989","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-05_17_89-12797-006_415889833.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-05_17_89-12797-005_415889832.pdf","https://catalog.archives.gov/id/415889833; https://catalog.archives.gov/id/415889832"
3,Brazil,1989-09-25,"September 25, 1989",Memcon,Memorandum of Conversation,"Meeting with Jose Sarney, September 25, 1989","George H. W. Bush; Jose Sarney",2,Unrestricted,Presidential Memcon Files,,428080259,Presidential Memcon Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files. Access restriction: Unrestricted.","Source: George H.W. Bush Library, Records of the National Security Council (George H. W. Bush Administration), Presidential Memcon Files, NAID 321498039; item Meeting with Jose Sarney, September 25, 1989, NAID 428080259. Digital object: 1989-09-25--Sarney.pdf.","Latin America; South America; Brazil; Presidential Memcon Files; Memcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-09-25--Sarney.pdf,https://catalog.archives.gov/id/428080259,"[Presidential Daily Backup] 9/25/1989; [Presidential Daily Diary] 9/25/1989","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-09_25_89-12806-016_415890095.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-09_25_89-12806-015_415890094.pdf","https://catalog.archives.gov/id/415890095; https://catalog.archives.gov/id/415890094"
3,Brazil,1990-01-26,"January 26, 1990",Memcon,Memorandum of Conversation,"Meeting with Fernando Collor de Mello of Brazil, January 26, 1990","George H. W. Bush; Fernando Collor de Mello",2,Unrestricted,Presidential Memcon Files,,428080489,Presidential Memcon Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files. Access restriction: Unrestricted.","Source: George H.W. Bush Library, Records of the National Security Council (George H. W. Bush Administration), Presidential Memcon Files, NAID 321498039; item Meeting with Fernando Collor de Mello of Brazil, January 26, 1990, NAID 428080489. Digital object: 1990-01-26--Collor-de-Mello.pdf.","Latin America; South America; Brazil; Presidential Memcon Files; Memcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-01-26--Collor-de-Mello.pdf,https://catalog.archives.gov/id/428080489,"[Presidential Daily Backup] 1/26/1990; [Presidential Daily Diary] 1/26/1990","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-01_26_90-12816-006_415890341.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-01_26_90-12816-005_415890340.pdf","https://catalog.archives.gov/id/415890341; https://catalog.archives.gov/id/415890340"
