person_name,description,included_reasons,authority_name_collision_count,authority_name_collisions,match_caution,has_site_evidence,site_evidence_total,verified_participant_record_count,print_candidate_mention_count,public_statement_mention_count,daily_diary_reference_mention_count,countries,first_verified_record_date,latest_verified_record_date,verified_record_titles,print_candidate_mentions,public_statement_mentions,daily_diary_reference_mentions,name_variants_used,source_entry,person_id
"Colson, David A.","Assistant Legal Adviser for Inter-American Affairs, Office of the Legal Adviser, Department of State [1990]; Deputy Assistant Secretary for Oceans and Fisheries Affairs, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State [1991, 1992]",Senior regional-policy role,0,,,no,0,0,0,0,0,,,,,,,,"colson david a; david a colson; david colson","Colson, David A., Assistant Legal Adviser for Inter-American Affairs, Office of the Legal Adviser, Department of State [1990]; Deputy Assistant Secretary for Oceans and Fisheries Affairs, Bureau of Oceans and International Environmental and Scientific Affairs, Department of State [1991, 1992]",colson-david-a
"Cordovez, Diego",Ecuadorian Foreign Minister and Personal Representative of the Secretary General of the United Nations for Afghan Negotiations,South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"cordovez diego; diego cordovez","Cordovez, Diego, Ecuadorian Foreign Minister and Personal Representative of the Secretary General of the United Nations for Afghan Negotiations",cordovez-diego
"Craft, Andrew D.","acting Public Affairs Officer, U.S. Embassy in Georgetown [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"andrew craft; andrew d craft; craft andrew d","Craft, Andrew D., acting Public Affairs Officer, U.S. Embassy in Georgetown [1992]",craft-andrew-d
"Craig, John B.","Deputy Chief of Mission, U.S. Embassy in Damascus [1989-1992]; Deputy Chief of Mission, U.S. Embassy in Bogota [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"craig john b; john b craig; john craig","Craig, John B., Deputy Chief of Mission, U.S. Embassy in Damascus [1989-1992]; Deputy Chief of Mission, U.S. Embassy in Bogota [1992]",craig-john-b
"Crist, Janet L.","Political Counselor, U.S. Embassy in Montevideo [1989, 1990]; Political Counselor, U.S. Embassy in Bogota [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"crist janet l; janet crist; janet l crist","Crist, Janet L., Political Counselor, U.S. Embassy in Montevideo [1989, 1990]; Political Counselor, U.S. Embassy in Bogota [1991, 1992]",crist-janet-l
"Croom, Kathleen J.","Public Affairs Officer, U.S. Embassy in Lima [1991, 1992]; Labor Attache, U.S. Embassy in Tegucigalpa [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"croom kathleen j; kathleen croom; kathleen j croom","Croom, Kathleen J., Public Affairs Officer, U.S. Embassy in Lima [1991, 1992]; Labor Attache, U.S. Embassy in Tegucigalpa [1992]",croom-kathleen-j
"Cubbison, Edwin P.","Deputy Principal Officer, U.S. Consulate at Jerusalem [1989]; Consul, U.S. Embassy in Bogota [1990, 1991]; Consul General, U.S. Consulate at Tijuana [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"cubbison edwin p; edwin cubbison; edwin p cubbison","Cubbison, Edwin P., Deputy Principal Officer, U.S. Consulate at Jerusalem [1989]; Consul, U.S. Embassy in Bogota [1990, 1991]; Consul General, U.S. Consulate at Tijuana [1992]",cubbison-edwin-p
"Dabbs, Jere M.","Commercial Counselor, U.S. Embassy in Quito [1990-1992]; Commercial Counselor, U.S. Consulate at Vancouver [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"dabbs jere m; jere dabbs; jere m dabbs","Dabbs, Jere M., Commercial Counselor, U.S. Embassy in Quito [1990-1992]; Commercial Counselor, U.S. Consulate at Vancouver [1992]",dabbs-jere-m
"Daley, Roger J.","Consul, U.S. Embassy in La Paz [1989-1991]; Consul, U.S. Consulate at Istanbul [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"daley roger j; roger daley; roger j daley","Daley, Roger J., Consul, U.S. Embassy in La Paz [1989-1991]; Consul, U.S. Consulate at Istanbul [1991, 1992]",daley-roger-j
"Dandridge, James T.L., II","Public Affairs Officer, U.S. Embassy in La Paz [1989]; Public Affairs Officer, U.S. Embassy in Santiago [1989-1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"dandridge james t l ii; james dandridge; james t l dandridge","Dandridge, James T.L., II, Public Affairs Officer, U.S. Embassy in La Paz [1989]; Public Affairs Officer, U.S. Embassy in Santiago [1989-1992]",dandridge-james-t-l-ii
"Darman, Richard G.","Director, Office of Management and Budget, from January 27, 1989",Core U.S. principal for Bush 41 South America records,0,,,no,0,0,0,0,0,,,,,,,,"darman richard g; richard darman; richard g darman","Darman, Richard G., Director, Office of Management and Budget, from January 27, 1989",darman-richard-g
"Deal, Timothy E.","Deputy U.S. Representative to the Organization of Economic Cooperation and Development; Director, Office of Eastern European and Yugoslav Affairs, Bureau of European and Canadian Affairs, Department of State [1989]; Acting Special Assistant to the President for National Security Affairs and Senior Director for International Economic Affairs, National Security Council staff from March 1989 until December 1989; Director for International Economic Affairs from November 1989 until May 1990; Special Assistant to the President for National Security Affairs and Senior Director for International Economic Affairs from May 1990 until April 1992; Deputy Chief of Mission, U.S. Embassy in London [1992]","Core U.S. principal for Bush 41 South America records; Name appears in site record metadata or OCR candidate text",0,,,yes,9,0,9,0,0,"Argentina; Colombia; Peru; Venezuela",,,,"March 28, 1989 - High - Proposed Response to Venezuelan President; April 27, 1989 - High - Your Meeting with Rodolfo Terragano and Felix; May 8, 1989 - High - PCC Meeting on Argentina; July 20, 1989 - High - Your Meeting with New Argentine Foreign Minister; July 20, 1989 - High - Your Meeting with New Argentine Foreign Minister; 8/5/89 - Medium - 051609z Aug 89; High - Colombian Arms Deal; High - David A. Pacelli and Timothy Deal to; Medium - Timothy E. Deal to",,,"deal timothy e; timothy deal; timothy e deal","Deal, Timothy E., Deputy U.S. Representative to the Organization of Economic Cooperation and Development; Director, Office of Eastern European and Yugoslav Affairs, Bureau of European and Canadian Affairs, Department of State [1989]; Acting Special Assistant to the President for National Security Affairs and Senior Director for International Economic Affairs, National Security Council staff from March 1989 until December 1989; Director for International Economic Affairs from November 1989 until May 1990; Special Assistant to the President for National Security Affairs and Senior Director for International Economic Affairs from May 1990 until April 1992; Deputy Chief of Mission, U.S. Embassy in London [1992]",deal-timothy-e
"Demarest, David F., Jr.","Assistant to the President for Communications from January 21, 1989, until August 23, 1992; thereafter Assistant to the President for Public Liaison and Intergovernmental Affairs","Core U.S. principal for Bush 41 South America records; Name appears in site record metadata or OCR candidate text",0,,,yes,7,0,7,0,0,,,,,"February 24, 1989 - High - From: JOSEPH W. HAGIN II; May 16, 1989 - High - From: JOSEPH W. HAGIN II; August 24, 1989 - Medium - (Draft Proclamation); howaney 24, 1989 - High - From: JOSEPH W. HAGIN II; fepruary 24, 1989 - High - From: JOSEPH W. HAGIN II; pepruary 24, 1989 - High - From: JOSEPH W. HAGIN II; . Open.. - High - From:; "" JOSEPH W. 'HAGIN I",,,"david demarest; david f demarest; demarest david f jr","Demarest, David F., Jr., Assistant to the President for Communications from January 21, 1989, until August 23, 1992; thereafter Assistant to the President for Public Liaison and Intergovernmental Affairs",demarest-david-f-jr
"Dempsey, George T.","Political Counselor, U.S. Embassy in Dublin [1989-1992]; Labor Attache, U.S. Embassy in Caracas [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"dempsey george t; george dempsey; george t dempsey","Dempsey, George T., Political Counselor, U.S. Embassy in Dublin [1989-1992]; Labor Attache, U.S. Embassy in Caracas [1992]",dempsey-george-t
"DeRaat, Jacob","Consul, U.S. Embassy in Paramaribo [1989, 1990]; Commercial Counselor, U.S. Embassy in Paramaribo [1991]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"deraat jacob; jacob deraat","DeRaat, Jacob, Consul, U.S. Embassy in Paramaribo [1989, 1990]; Commercial Counselor, U.S. Embassy in Paramaribo [1991]",deraat-jacob
"Derham, James M.","Economic Counselor, U.S. Embassy in Buenos Aires [1992]; Office of Bilateral Trade Affairs, (Trade and Commercial Affairs), Bureau of Economic and Business Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"derham james m; james derham; james m derham","Derham, James M., Economic Counselor, U.S. Embassy in Buenos Aires [1992]; Office of Bilateral Trade Affairs, (Trade and Commercial Affairs), Bureau of Economic and Business Affairs, Department of State [1992]",derham-james-m
"Di Tella, Guido",Argentine Foreign Minister,"South America country or capital in name authority entry; Name appears in site record metadata or OCR candidate text",0,,,yes,6,1,3,2,0,"Argentina; Brazil; Chile; Paraguay; Uruguay",1991-02-08,1991-02-08,"1991-02-08 - Memcon - Meeting with Foreign Minister Guido Di Tella of Argentina, February 8, 1991","November 15, 1989 - Medium - Request for Appointment; December 15, 1989 - High - Meeting with Argentine Ambassador Guido di Tella,; December 15, 1989 - High - Meeting with Argentine Ambassador Guido di Tella,","1991-02-08 - Exchange With Reporters on the Persian Gulf Conflict; 1991-06-19 - Statement by Press Secretary Fitzwater on the Establishment of the Council on Trade and Investment",,"di tella guido; guido di tella","Di Tella, Guido, Argentine Foreign Minister",di-tella-guido
"Dion, Jerrold Mark","Deputy Assistant Secretary of State for International Narcotics Matters [1989]; Deputy Chief of Mission, U.S. Embassy in Lima [1990, 1991]; Consul General, U.S. Consulate at Istanbul [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"dion jerrold mark; jerrold dion; jerrold mark dion","Dion, Jerrold Mark, Deputy Assistant Secretary of State for International Narcotics Matters [1989]; Deputy Chief of Mission, U.S. Embassy in Lima [1990, 1991]; Consul General, U.S. Consulate at Istanbul [1992]",dion-jerrold-mark
"Dlouhy, David B.","Deputy Chief of Mission, U.S. Embassy in San Salvador [1989]; Deputy Chief of Mission, U.S. Embassy in Luxembourg City [1989-1992]; Deputy Chief of Mission, U.S. Embassy in La Paz [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"david b dlouhy; david dlouhy; dlouhy david b","Dlouhy, David B., Deputy Chief of Mission, U.S. Embassy in San Salvador [1989]; Deputy Chief of Mission, U.S. Embassy in Luxembourg City [1989-1992]; Deputy Chief of Mission, U.S. Embassy in La Paz [1992]",dlouhy-david-b
"Doherty, Paul M.","Legislative Management Officer, Bureau of Legislative Affairs, Department of State [1989, 1990]; Consul, U.S. Embassy in Montevideo [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"doherty paul m; paul doherty; paul m doherty","Doherty, Paul M., Legislative Management Officer, Bureau of Legislative Affairs, Department of State [1989, 1990]; Consul, U.S. Embassy in Montevideo [1991, 1992]",doherty-paul-m
"Dorn, Nancy P.","Special Assistant to the President for Legislative Affairs from January 31, 1989; Deputy Assistant Secretary of Defense for Inter-American Affairs from 1990",Senior regional-policy role,0,,,no,0,0,0,0,0,,,,,,,,"dorn nancy p; nancy dorn; nancy p dorn","Dorn, Nancy P., Special Assistant to the President for Legislative Affairs from January 31, 1989; Deputy Assistant Secretary of Defense for Inter-American Affairs from 1990",dorn-nancy-p
"Drucker, Milton K.","Office of Andean Affairs, Bureau of Inter-American Affairs, Department of State [1990]; Office of International Commodities, (Energy, Resources, and Food Policy), Bureau of Economic and Business Affairs, Department of State [1991]; Deputy Director, Office of International Commodities, (Energy, Resources, and Food Policy), Bureau of Economic and Business Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"drucker milton k; milton drucker; milton k drucker","Drucker, Milton K., Office of Andean Affairs, Bureau of Inter-American Affairs, Department of State [1990]; Office of International Commodities, (Energy, Resources, and Food Policy), Bureau of Economic and Business Affairs, Department of State [1991]; Deputy Director, Office of International Commodities, (Energy, Resources, and Food Policy), Bureau of Economic and Business Affairs, Department of State [1992]",drucker-milton-k
"Duddy, Patrick D.","Cultural Affairs Officer, U.S. Embassy in San Jose [1989, 1990]; Public Affairs Officer, U.S. Embassy in Asuncion [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"duddy patrick d; patrick d duddy; patrick duddy","Duddy, Patrick D., Cultural Affairs Officer, U.S. Embassy in San Jose [1989, 1990]; Public Affairs Officer, U.S. Embassy in Asuncion [1991, 1992]",duddy-patrick-d
"Dudley, James L.","Economic and Commercial Counselor, U.S. Embassy in Georgetown [1989-1991]; Southern Europe Division, Office of Analysis for Western Europe and Canada, Bureau of Intelligence and Research, Department of State [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"dudley james l; james dudley; james l dudley","Dudley, James L., Economic and Commercial Counselor, U.S. Embassy in Georgetown [1989-1991]; Southern Europe Division, Office of Analysis for Western Europe and Canada, Bureau of Intelligence and Research, Department of State [1991, 1992]",dudley-james-l
"Dugan, J. Gordon","Economic and Commercial Counselor, U.S. Embassy in Port-au-Prince [1989, 1990]; Officer-in-charge of Industrial and Communications Programs, Office of Technical Specialized Agencies, Office of the Deputy Assistant Secretary for International Development and Technical Specialized Agency Affairs, Bureau of International Organization Affairs, Department of State [1990, 1991]; Asia, Africa, and Latin America Division, Office of Economic Analysis, Bureau of Intelligence and Research, Department of State [1992]",Senior regional-policy role,0,,,no,0,0,0,0,0,,,,,,,,"dugan j gordon; j dugan; j gordon dugan","Dugan, J. Gordon, Economic and Commercial Counselor, U.S. Embassy in Port-au-Prince [1989, 1990]; Officer-in-charge of Industrial and Communications Programs, Office of Technical Specialized Agencies, Office of the Deputy Assistant Secretary for International Development and Technical Specialized Agency Affairs, Bureau of International Organization Affairs, Department of State [1990, 1991]; Asia, Africa, and Latin America Division, Office of Economic Analysis, Bureau of Intelligence and Research, Department of State [1992]",dugan-j-gordon
"Dunn, Timothy J.","Political Counselor, U.S. Embassy in Buenos Aires [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"dunn timothy j; timothy dunn; timothy j dunn","Dunn, Timothy J., Political Counselor, U.S. Embassy in Buenos Aires [1992]",dunn-timothy-j
"Duran Ballen, Sixto","President of Ecuador from August 10, 1992","South America country or capital in name authority entry; Name appears in site record metadata or OCR candidate text",0,,,yes,2,1,0,1,0,Ecuador,1992-07-28,1992-07-28,"1992-07-28 - Memcon - Meeting with Sixto Duran Ballen, PresidentElect of Ecuador, Julyu 28, 1992",,1992-07-28 - Statement by Press Secretary Fitzwater on the President's Meeting With President-Elect Sixto Duran-Ballen of Ecuador,,"duran ballen sixto; sixto duran ballen","Duran Ballen, Sixto, President of Ecuador from August 10, 1992",duran-ballen-sixto
"Dworkin, David M.","Special Assistant for Policy, Bureau of Inter-American Affairs, Department of State [1990, 1991]; acting Deputy Assistant Secretary of State for Legislative Affairs (House) and Legislative Management Officer, Office of Legislative Management, Bureau of Legislative Affairs, Department of State [1991, 1992]",Senior regional-policy role,0,,,no,0,0,0,0,0,,,,,,,,"david dworkin; david m dworkin; dworkin david m","Dworkin, David M., Special Assistant for Policy, Bureau of Inter-American Affairs, Department of State [1990, 1991]; acting Deputy Assistant Secretary of State for Legislative Affairs (House) and Legislative Management Officer, Office of Legislative Management, Bureau of Legislative Affairs, Department of State [1991, 1992]",dworkin-david-m
"Eagleburger, Lawrence Sidney","Secretary of State from December 8, 1992, until January 20, 1993; Acting Secretary of State from August 23, 1992, until December 8, 1992; Deputy Secretary of State from March 20, 1989, until December 8, 1992","Core U.S. principal for Bush 41 South America records; Name appears in site record metadata or OCR candidate text",0,,,yes,6,0,6,0,0,"Argentina; Guyana; Uruguay",,,,"June 19, 1989 - High - The President’s Meeting with President; June 19, 1989 - High - The President’s Meeting with President; June 19, 1989 - High - The President’s Meeting with President |; September 15, 1989 - High - Meeting with Uruguayan President Julio Maria; September 27, 1989 - High - Meeting with President Carlos Menem of; September 27, 1989 - High - Meeting with President Carlos Menem of",,,"eagleburger lawrence sidney; lawrence eagleburger; lawrence sidney eagleburger","Eagleburger, Lawrence Sidney, Secretary of State from December 8, 1992, until January 20, 1993; Acting Secretary of State from August 23, 1992, until December 8, 1992; Deputy Secretary of State from March 20, 1989, until December 8, 1992",eagleburger-lawrence-sidney
"Einaudi, Luigi R.","Director, Office of Policy Planning Coordination, Bureau of Inter-American Affairs, Department of State [1989]; U.S. Permanent Representative to the Organization of American States from November 6, 1989; also Director, Office of Policy Planning Coordination, Bureau of Inter-American Affairs, Department of State [1991]",Senior regional-policy role,0,,,no,0,0,0,0,0,,,,,,,,"einaudi luigi r; luigi einaudi; luigi r einaudi","Einaudi, Luigi R., Director, Office of Policy Planning Coordination, Bureau of Inter-American Affairs, Department of State [1989]; U.S. Permanent Representative to the Organization of American States from November 6, 1989; also Director, Office of Policy Planning Coordination, Bureau of Inter-American Affairs, Department of State [1991]",einaudi-luigi-r
"Eisner, Adolph H.","(Hal), Deputy Chief of Mission, Charge, U.S. Embassy in Quito [1989-1991]; Director, Office of Intelligence Liaison, Bureau for Intelligence and Research, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"adolph eisner; adolph h eisner; eisner adolph h","Eisner, Adolph H., (Hal), Deputy Chief of Mission, Charge, U.S. Embassy in Quito [1989-1991]; Director, Office of Intelligence Liaison, Bureau for Intelligence and Research, Department of State [1992]",eisner-adolph-h
"Ellam, Katherine T.","Political Counselor, U.S. Embassy in Paramaribo [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"ellam katherine t; katherine ellam; katherine t ellam","Ellam, Katherine T., Political Counselor, U.S. Embassy in Paramaribo [1992]",ellam-katherine-t
"Embrey, Edgar L.","Political and Economic Counselor, U.S. Embassy in Malabo [1990-1992]; Political Counselor, U.S. Embassy in Georgetown [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"edgar embrey; edgar l embrey; embrey edgar l","Embrey, Edgar L., Political and Economic Counselor, U.S. Embassy in Malabo [1990-1992]; Political Counselor, U.S. Embassy in Georgetown [1992]",embrey-edgar-l
"Errazuriz, Hernan Felipe",Chilean Foreign Minister,"South America country or capital in name authority entry; Name appears in site record metadata or OCR candidate text",0,,,yes,4,0,4,0,0,Chile,,,,"November 14, 1989 - High - Meeting with Chilean Foreign Minister; November 14, 1989 - High - Meeting with Chilean Foreign Minister; High - TALKING POINTS TO BE MADE WITH CHILBAN FOREIGN MINISTER HERNAN FELIPE ERRAZURIZ CORREA -- We have a keen interest that the upcoming elections in Chile; High - TALKING POINTS TO BE MADE WITH CHTLEAN FOREIGN MINISTER HERNAN FELIPE ERRAZURIZ CORREA We have a keen interest that the upcoming elections in Chile",,,"errazuriz hernan felipe; hernan errazuriz; hernan felipe errazuriz","Errazuriz, Hernan Felipe, Chilean Foreign Minister",errazuriz-hernan-felipe
"Evans, Charles W.","Labor Attache, U.S. Embassy in Montevideo [1989-1991]; Office of Arms Control Policy for Compliance and Implementation, Bureau of Politico-Military Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"charles evans; charles w evans; evans charles w","Evans, Charles W., Labor Attache, U.S. Embassy in Montevideo [1989-1991]; Office of Arms Control Policy for Compliance and Implementation, Bureau of Politico-Military Affairs, Department of State [1992]",evans-charles-w
"Ewing, Elizabeth A.","Consul, U.S. Embassy in Paramaribo [1989]; Commercial and Economic Counselor, U.S. Embassy in Paramaribo [1990]; Commercial Counselor and Labor Attache, U.S. Embassy in Colombo [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"elizabeth a ewing; elizabeth ewing; ewing elizabeth a","Ewing, Elizabeth A., Consul, U.S. Embassy in Paramaribo [1989]; Commercial and Economic Counselor, U.S. Embassy in Paramaribo [1990]; Commercial Counselor and Labor Attache, U.S. Embassy in Colombo [1991, 1992]",ewing-elizabeth-a
"Falino, Louis P.","Public Affairs Officer, U.S. Embassy in Managua [1989, 1990]; Public Affairs Officer, U.S. Embassy in Bogota [1990-1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"falino louis p; louis falino; louis p falino","Falino, Louis P., Public Affairs Officer, U.S. Embassy in Managua [1989, 1990]; Public Affairs Officer, U.S. Embassy in Bogota [1990-1992]",falino-louis-p
"Farmer, Guy W.","Public Affairs Officer, U.S. Embassy in Caracas [1989, 1990]; Policy Officer, Press and Publications Service, Bureau of Policy and Programs, United States Information Agency [1992]; Public Affairs Officer, U.S. Embassy in Canberra [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"farmer guy w; guy farmer; guy w farmer","Farmer, Guy W., Public Affairs Officer, U.S. Embassy in Caracas [1989, 1990]; Policy Officer, Press and Publications Service, Bureau of Policy and Programs, United States Information Agency [1992]; Public Affairs Officer, U.S. Embassy in Canberra [1992]",farmer-guy-w
"Farrar, Jonathan D.","Economic and Commercial Counselor, U.S. Embassy in Asuncion [1989-1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"farrar jonathan d; jonathan d farrar; jonathan farrar","Farrar, Jonathan D., Economic and Commercial Counselor, U.S. Embassy in Asuncion [1989-1992]",farrar-jonathan-d
"Featherstone, Robert J.","Labor Attache, U.S. Embassy in La Paz [1990-1992]; Office of Technical Specialized Agencies, Office of the Deputy Assistant Secretary for International Development and Technical Specialized Agency Affairs, Bureau of International Organization Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"featherstone robert j; robert featherstone; robert j featherstone","Featherstone, Robert J., Labor Attache, U.S. Embassy in La Paz [1990-1992]; Office of Technical Specialized Agencies, Office of the Deputy Assistant Secretary for International Development and Technical Specialized Agency Affairs, Bureau of International Organization Affairs, Department of State [1992]",featherstone-robert-j
"Felder, Robert C.","Political Counselor, U.S. Embassy in Buenos Aires [1989]; Deputy Chief of Mission, U.S. Embassy in Caracas [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"felder robert c; robert c felder; robert felder","Felder, Robert C., Political Counselor, U.S. Embassy in Buenos Aires [1989]; Deputy Chief of Mission, U.S. Embassy in Caracas [1991, 1992]",felder-robert-c
"Fermoselle, Rafael","Commercial Counselor, U.S. Embassy in Buenos Aires [1989-1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"fermoselle rafael; rafael fermoselle","Fermoselle, Rafael, Commercial Counselor, U.S. Embassy in Buenos Aires [1989-1992]",fermoselle-rafael
"Ferrer, James, Jr.","Deputy Chief of Mission, U.S. Embassy in Brasilia [1989, 1990]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"ferrer james jr; james ferrer","Ferrer, James, Jr., Deputy Chief of Mission, U.S. Embassy in Brasilia [1989, 1990]",ferrer-james-jr
"Fichte, Royce J.","Director, Office of Field Support Liaison, Visa Services, Bureau of Consular Affairs, Department of State [1989]; Consul, U.S. Embassy in Lima [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"fichte royce j; royce fichte; royce j fichte","Fichte, Royce J., Director, Office of Field Support Liaison, Visa Services, Bureau of Consular Affairs, Department of State [1989]; Consul, U.S. Embassy in Lima [1992]",fichte-royce-j
"Fitzpatrick, Thomas J.","Administrative Counselor, U.S. Embassy in Brasilia [1989]; Administrative Counselor, U.S. Embassy in Mexico City [1990, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"fitzpatrick thomas j; thomas fitzpatrick; thomas j fitzpatrick","Fitzpatrick, Thomas J., Administrative Counselor, U.S. Embassy in Brasilia [1989]; Administrative Counselor, U.S. Embassy in Mexico City [1990, 1992]",fitzpatrick-thomas-j
"Fitzwater, M. Marlin","Assistant to the President for Press Relations until January 23, 1989; thereafter Assistant to the President and Press Secretary","Core U.S. principal for Bush 41 South America records; Name appears in site record metadata or OCR candidate text",0,,,no,0,0,0,0,0,,,,,,,,"fitzwater m marlin; m fitzwater; m marlin fitzwater","Fitzwater, M. Marlin, Assistant to the President for Press Relations until January 23, 1989; thereafter Assistant to the President and Press Secretary",fitzwater-m-marlin
"Forbord, Thomas A.","Deputy Chief of Mission, U.S. Embassy in Buenos Aires [1989-1991]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"forbord thomas a; thomas a forbord; thomas forbord","Forbord, Thomas A., Deputy Chief of Mission, U.S. Embassy in Buenos Aires [1989-1991]",forbord-thomas-a
"Fujimori, Alberto K.","President of Peru from July 28, 1990","South America country or capital in name authority entry; Name appears in site record metadata or OCR candidate text",0,,,yes,4,3,0,1,0,Peru,1991-09-17,1992-04-20,"1991-09-17 - Memcon - Luncheon with Alberto Fujimori, President of Peru, September 17, 1991 (2 of 2); 1991-09-17 - Memcon - Meeting with Alberto Fujimori, President of Peru, September 17, 1991 (1 of 2); 1992-04-20 - Telcon - Telcon with Alberto Fujimori of Peru on April 20, 1992",,1991-09-17 - Remarks Following Discussions With President Alberto Fujimori of Peru,,"alberto fujimori; alberto k fujimori; fujimori alberto k","Fujimori, Alberto K., President of Peru from July 28, 1990",fujimori-alberto-k
"Fulton, Edgar D.","Commercial Counselor, U.S. Embassy in Warsaw [1989-1991]; Commercial Counselor, U.S. Embassy in Caracas [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"edgar d fulton; edgar fulton; fulton edgar d","Fulton, Edgar D., Commercial Counselor, U.S. Embassy in Warsaw [1989-1991]; Commercial Counselor, U.S. Embassy in Caracas [1992]",fulton-edgar-d
"Furness, Brian R.","Economic Counselor, U.S. Embassy in Brasilia [1989]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"brian furness; brian r furness; furness brian r","Furness, Brian R., Economic Counselor, U.S. Embassy in Brasilia [1989]",furness-brian-r
"Gallucci, Gerald M.","Political Counselor, U.S. Embassy in Harare [1989, 1990]; Office of Southern African Affairs, Bureau of African Affairs, Department of State [1990, 1991]; Deputy Director, Office of Southern Cone Affairs, Bureau of Inter-American Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"gallucci gerald m; gerald gallucci; gerald m gallucci","Gallucci, Gerald M., Political Counselor, U.S. Embassy in Harare [1989, 1990]; Office of Southern African Affairs, Bureau of African Affairs, Department of State [1990, 1991]; Deputy Director, Office of Southern Cone Affairs, Bureau of Inter-American Affairs, Department of State [1992]",gallucci-gerald-m
"Garcia Perez, Alan","President of Peru until July 28, 1990","South America country or capital in name authority entry; Name appears in site record metadata or OCR candidate text",0,,,yes,1,0,1,0,0,"Peru; Venezuela",,,,"July 11, 1989 - Medium - Alerting NSCS on Presidential",,,"alan garcia perez; garcia perez alan","Garcia Perez, Alan, President of Peru until July 28, 1990",garcia-perez-alan
